Male,Non Taxable,k. 65 - 69,"b. $6,001 to $10,000","a. $18,200 or less","13,917","13,917","111,921,357",98,"46,445",1,153,0,0,0,0,0,0,0,0,"2,610","16,289,421","1,944","2,184,621",529,"1,551,388",52,"170,461",50,"90,090",211,"976,515","5,928","35,589,370",0,0,100,"715,256","10,314","18,253,437","3,246","879,398","7,527","14,418,970","7,521","6,162,033","13,917","123,794,202",233,"450,003",71,"135,445",459,"78,270",13,"19,433",720,"452,126","1,019","1,135,277",243,"79,806",262,"429,969",348,"699,725","2,065","1,281,289","4,380","1,772,233","5,991","8,492,948",57,"949,544",258,"3,205,347",530,"-1,333,793","2,734","8,316,129",895,"733,580",96,"422,338",37,"1,091,683",286,"5,426,883","1,035","2,679,092",0,0,"1,559","14,893,639","2,227","63,079,227","1,405","3,143,322","1,027","911,399",885,"75,265","2,926","42,989,297","1,397","10,881,701","1,190","2,524,962","2,909","21,270,660","2,231","11,853,985",710,"-3,542,011","2,946","8,311,974",234,"695,504",144,"330,382",114,"2,369,307",207,"612,963","1,608","60,237,136","1,526","57,490,696","1,671","-392,812",0,0,0,0,0,0,30,"7,340",0,0,114,"1,305,402",14,"195,379",0,0,"10,289","9,443","8,624,346",866,"512,906",428,"42,434"
Male,Non Taxable,k. 65 - 69,"c. $10,001 to $18,200","a. $18,200 or less","39,139","39,139","566,039,851",254,"133,972",0,0,0,0,0,0,0,0,0,0,"9,184","83,885,408","6,924","10,380,351","1,770","7,936,136",205,"858,915",159,"470,592","1,449","9,925,057","21,806","222,107,141",0,0,555,"7,201,866","29,279","58,083,070","8,074","2,665,108","18,487","40,100,166","18,464","17,155,549","39,139","603,970,875",959,"2,188,236",264,"391,398","2,256","401,235",41,"41,893","2,814","1,713,855","4,098","4,736,617",660,"165,841",801,"1,482,851","1,126","2,383,947","6,441","3,874,641","13,425","5,216,646","18,554","30,415,596",247,"4,778,010","1,212","16,947,923","1,390","2,263,806","8,236","42,906,961","2,396","2,017,468",385,"2,768,592",114,"2,332,791",793,"9,784,371","3,023","11,963,438",0,0,"4,407","55,054,867","5,795","155,385,851","4,159","13,549,560","2,798","2,894,174","2,438","259,797","8,067","129,838,979","3,412","26,464,851","2,943","6,077,149","8,004","60,864,597","6,365","46,229,721","1,734","-9,797,339","8,109","36,432,382",627,"2,231,246",436,"1,448,416",496,"10,918,411",538,"1,139,301","5,306","198,937,672","5,133","164,405,370","5,441","27,501,735",0,0,1,"1,267",3,220,50,"11,801",0,0,460,"5,691,619",85,"1,372,477",3,"19,153","27,568","25,672","22,998,964","2,082","1,151,563","1,201","108,197"
Male,Non Taxable,k. 65 - 69,"d. $18,201 to $25,000","b. $18,201 to $37,000","32,106","32,106","682,876,951","32,096","18,859,115",43,"6,071",0,0,0,0,0,0,0,0,"10,803","131,272,142","8,577","15,838,383","2,278","13,413,584",245,"1,120,796",228,"833,153","1,000","6,145,670","19,045","238,633,400",0,0,"1,125","19,024,656","23,553","51,462,524","5,668","2,821,486","13,255","38,043,022","13,237","16,290,488","32,106","723,327,366","1,519","3,220,500",385,"533,402","3,750","712,149",41,"31,264","3,950","2,149,940","5,946","6,647,255",500,"161,630",745,"1,141,364","1,000","2,078,817","6,580","3,686,330","12,419","4,578,971","17,953","36,888,161",262,"5,005,513","1,433","17,538,456","1,097","4,869,790","7,107","66,163,964","1,870","2,555,945",376,"3,696,520",65,"2,035,610",521,"8,213,905","2,571","13,434,099",0,0,"3,570","53,308,820","4,341","117,542,043","3,782","18,040,344","2,100","2,998,876","1,869","333,063","5,839","105,794,252","2,440","19,873,079","2,099","4,558,851","5,777","45,902,300","4,704","41,837,555","1,162","-6,377,533","5,873","35,460,022",665,"2,876,532",370,"1,845,316",860,"16,851,472",552,"1,173,176","5,249","221,969,628","5,035","168,903,661","5,329","47,184,793",0,0,168,"61,410",146,"2,427","5,314","1,480,503",6,204,449,"5,552,520",104,"1,909,305",1,"7,066","20,945","19,821","17,472,813","1,503","719,060",885,"62,520"
Male,Non Taxable,k. 65 - 69,"e. $25,001 to $30,000","b. $18,201 to $37,000","15,784","15,784","430,908,365","15,782","27,314,823",27,"12,710",0,0,0,0,0,0,0,0,"6,615","103,140,921","5,652","13,347,182","1,376","8,153,049",184,"932,191",176,"637,572",437,"1,983,043","9,763","113,343,865",0,0,"1,220","25,320,791","11,508","26,205,231","2,651","1,568,743","6,181","22,280,334","6,171","9,538,263","15,784","446,112,407","1,091","2,135,550",261,"334,356","2,931","583,174",25,"11,320","2,672","1,422,607","4,141","4,487,007",266,"76,408",411,"469,326",538,"898,570","4,073","1,928,404","6,992","2,466,045","9,938","12,865,730",76,"1,232,061",569,"2,596,514",534,"5,281,476","3,537","41,792,829",878,"1,247,980",198,"2,375,085",25,"475,166",181,"2,243,712","1,248","6,539,838",0,0,"1,756","25,827,628","2,127","53,988,252","1,982","12,891,942",982,"1,465,008",896,"257,627","2,623","52,160,505","1,047","6,975,515",925,"1,904,310","2,580","21,499,799","2,207","23,205,446",417,"-1,424,548","2,633","21,780,898",318,"1,304,385",195,"1,113,369",204,"1,428,471",321,"643,281","2,803","125,245,296","2,719","86,792,705","2,839","36,724,692",0,0,227,"164,715",212,"10,590","5,912","1,561,166",15,"1,802",188,"2,134,085",53,"955,272",0,0,"10,124","9,598","8,456,923",689,"359,590",360,"9,319"
Male,Non Taxable,k. 65 - 69,"f. $30,001 to $37,000","b. $18,201 to $37,000","6,459","6,459","210,198,607","6,459","17,606,897",60,"21,951",0,0,0,0,0,0,0,0,"2,324","44,024,797","2,051","6,235,634",503,"3,065,786",60,"364,684",75,"368,766",135,"567,244","4,396","48,029,989",0,0,"2,407","59,659,764","4,712","7,608,543",919,"534,855","2,250","7,460,250","2,249","3,195,385","6,459","217,137,698",475,"1,006,531",103,"118,079","1,124","231,572",6,"5,140","1,108","615,503","1,615","1,976,825",117,"31,631",153,"118,992",167,"204,221","2,101","1,450,340","3,373","1,149,645","4,412","5,912,797",19,"223,129",184,"773,928",167,"2,739,251",764,"4,835,351",265,"328,835",81,"1,207,499",16,"329,630",78,"1,143,705",364,"2,221,293",0,0,524,"7,520,326",767,"28,193,470",700,"6,389,082",362,"1,305,919",390,"396,322",768,"16,841,849",331,"2,821,228",309,"736,909",753,"6,855,624",636,"6,899,080",134,"-470,992",770,"6,428,088",117,"535,320",71,"377,481",52,"541,754",120,"294,195",975,"52,949,731",941,"36,002,478",992,"15,982,536",0,0,"1,680","1,947,232",102,"7,155","5,208","1,688,420",22,"4,513",68,"829,198",17,"297,189",0,0,"3,873","3,617","3,408,781",320,"197,739",170,"4,330"
Male,Non Taxable,k. 65 - 69,"g. $37,001 to $40,000","c. $37,001 to $80,000",633,633,"24,176,420",633,"2,506,586",20,"10,398",0,0,0,0,0,0,0,0,91,"1,435,054",81,"223,699",13,"77,327",2,"5,036",4,"34,859",6,"46,004",454,"3,570,830",0,0,527,"16,249,335",491,"535,024",86,"57,538",247,"371,731",247,"159,248",633,"24,751,285",19,"30,815",3,"3,600",39,"6,691",1,38,49,"23,391",63,"64,535",8,"2,854",19,"11,217",12,"22,186",278,"228,426",349,"108,734",462,"542,471",0,0,11,"38,510",10,"99,082",48,"147,552",17,"17,852",3,"21,307",2,"58,649",3,"12,557",23,"111,343",0,0,31,"1,193,587",67,"989,895",66,"1,146,961",38,"274,025",51,"141,821",51,"747,720",24,"170,773",24,"48,544",51,"396,307",36,"205,327",15,"-73,231",51,"132,096",8,"7,015",3,491,7,"36,729",12,"53,898",29,"941,575",31,"565,842",31,"375,479",0,0,517,"925,822",13,951,629,"264,904",4,"1,493",5,"64,087",0,0,0,0,420,387,"417,570",35,"28,744",13,"1,044"
Male,Non Taxable,k. 65 - 69,"h. $40,001 to $45,000","c. $37,001 to $80,000",352,352,"14,828,883",352,"1,841,934",25,"18,027",0,0,0,0,0,0,0,0,26,"185,476",22,"29,071",6,"3,332",0,0,0,0,2,"8,660",251,"1,612,647",0,0,315,"11,584,993",270,"202,588",34,"1,995",115,"97,405",115,"41,772",352,"15,394,495",7,"7,779",1,"6,495",7,"1,997",0,0,13,"10,011",19,"26,282",4,401,10,"59,366",4,"11,300",159,"86,931",184,"57,409",242,"405,254",2,"21,368",7,"50,236",4,"-84,713",17,"35,260",6,"3,329",1,"2,025",3,"47,570",2,"1,630",6,"14,674",0,0,13,"48,840",41,"590,258",45,"1,265,258",16,"352,987",40,"185,514",37,"648,985",21,"230,373",15,"65,135",37,"336,762",23,"96,857",14,"-80,142",37,"16,715",0,0,0,0,9,"143,353",3,"1,947",15,"1,391,205",15,"1,026,158",17,"357,019",0,0,315,"823,606",0,0,352,"129,568",0,0,3,"67,959",0,0,0,0,248,224,"257,937",18,"17,341",4,76
Male,Non Taxable,k. 65 - 69,"i. $45,001 to $50,000","c. $37,001 to $80,000",52,52,"2,394,170",52,"338,549",16,"13,956",0,0,0,0,0,0,0,0,2,"32,396",2,"9,086",0,0,0,0,0,0,0,0,20,"79,057",0,0,35,"1,535,316",40,"26,616",6,"2,937",13,"24,817",13,"10,632",52,"2,517,110",0,0,0,0,0,0,0,0,1,382,1,382,1,86,1,52,0,0,23,"11,599",26,"12,283",37,"122,940",0,0,0,0,2,"33,108",5,"-41,549",1,548,0,0,0,0,0,0,1,"7,931",0,0,2,"8,686",8,"256,033",17,"778,146",7,"176,656",17,"163,308",6,"29,729",2,"6,291",2,195,6,"20,184",3,"11,736",3,"-8,677",6,"3,059",0,0,1,"1,796",3,"71,500",1,"8,085",1,"57,604",1,"34,756",1,"22,848",0,0,35,"138,398",0,0,52,"16,088",0,0,0,0,0,0,0,0,39,38,"38,961",3,997,2,43
Male,Non Taxable,k. 65 - 69,"j. $50,001 to $55,000","c. $37,001 to $80,000",14,14,"731,884",14,"119,520",13,"13,632",0,0,0,0,0,0,0,0,2,"100,706",1,"34,272",1,"12,000",0,0,0,0,0,0,1,"2,019",0,0,0,0,11,"44,865",1,199,3,"8,298",3,"3,556",14,"1,270,922",0,0,0,0,0,0,0,0,0,0,0,0,1,92,2,322,0,0,5,"449,779",8,"13,134",10,"539,038",0,0,1,"25,000",1,"50,295",4,"351,549",4,"46,370",0,0,0,0,1,522,2,"18,977",0,0,4,"70,577",3,"46,060",13,"684,324",6,"172,704",13,"153,739",5,"55,767",5,"24,016",2,"4,426",5,"27,879",3,"3,281",2,"-3,835",5,-554,1,6,0,0,2,"59,616",0,0,1,842,1,721,0,0,0,0,0,0,0,0,14,"3,022",0,0,0,0,0,0,0,0,11,10,"8,192",1,725,2,169
Male,Non Taxable,k. 65 - 69,"k. $55,001 to $60,000","c. $37,001 to $80,000",10,10,"567,833",10,"100,616",9,"10,159",0,0,0,0,0,0,0,0,2,"49,992",1,814,1,312,0,0,0,0,0,0,3,"28,234",0,0,0,0,7,"11,231",1,493,2,"10,077",2,"4,318",10,"572,317",1,264,1,630,1,20,0,0,1,920,1,"1,834",1,205,0,0,0,0,0,0,5,"1,850",5,"4,484",0,0,1,"4,000",0,0,2,"3,853",1,"1,024",0,0,0,0,0,0,1,"12,495",0,0,1,"58,246",1,"2,902",10,"452,933",5,"118,122",10,"117,218",3,"77,021",2,"37,163",1,"3,845",3,"36,846",2,"14,599",1,"-15,432",3,-833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"1,483",0,0,0,0,0,0,0,0,8,8,"6,189",2,142,0,0
Male,Non Taxable,k. 65 - 69,"l. $60,001 to $70,000","c. $37,001 to $80,000",15,15,"953,591",15,"183,422",15,"18,586",0,0,0,0,0,0,0,0,5,"107,926",4,"15,374",2,"10,698",1,"2,835",1,"28,730",0,0,1,673,0,0,1,"22,920",11,"23,696",1,171,2,"13,989",2,"5,995",15,"1,016,074",0,0,0,0,1,150,1,"3,615",2,"1,057",2,"4,822",1,"2,185",0,0,2,"2,113",1,100,8,"9,711",10,"58,717",1,"58,353",0,0,0,0,2,"46,841",1,338,0,0,0,0,1,"7,945",1,663,0,0,2,"1,330",2,"917,250",14,"797,604",6,"190,639",15,"204,705",3,"50,840",2,"19,697",3,"6,785",3,"19,569",1,"12,999",2,"-8,210",3,"4,789",0,0,0,0,1,"33,500",2,"6,286",1,"8,329",3,"67,730",3,"-59,401",0,0,1,"2,292",0,0,12,773,2,"5,099",0,0,0,0,0,0,12,12,"10,392",2,34,2,704
Male,Non Taxable,k. 65 - 69,"m. $70,001 to $80,000","c. $37,001 to $80,000",11,11,"829,118",11,"176,480",11,"16,582",0,0,0,0,0,0,0,0,2,"158,840",0,0,0,0,0,0,0,0,0,0,2,"5,782",0,0,0,0,9,"3,204",0,0,2,137,2,57,11,"898,308",0,0,2,"11,567",2,490,0,0,3,"1,405",3,"13,462",0,0,1,884,0,0,5,"2,743",5,"3,984",10,"69,190",0,0,1,"15,079",0,0,2,"27,530",1,544,0,0,0,0,0,0,1,"12,005",0,0,1,"24,010",2,"23,569",10,"677,483",2,"87,245",11,"257,227",6,"146,993",4,"36,826",3,"32,026",6,"75,683",3,"35,115",3,"-32,657",6,"2,458",1,9,0,0,1,"9,000",1,943,2,"93,066",2,"82,263",2,"10,803",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,"5,773",0,0,1,2
Male,Non Taxable,k. 65 - 69,"n. $80,001 to $87,000","d. $80,001 to $180,000",7,7,"593,328",7,"135,160",7,"11,867",0,0,0,0,0,0,0,0,1,"24,790",1,"6,795",0,0,0,0,1,"1,730",0,0,0,0,0,0,0,0,6,"3,779",2,"3,888",2,"59,559",2,"25,526",7,"718,992",0,0,0,0,1,150,0,0,1,150,1,300,0,0,0,0,2,"110,212",0,0,2,"1,837",4,"125,664",0,0,1,"10,088",0,0,3,"-48,266",2,"1,949",0,0,0,0,1,"1,436",2,"13,020",0,0,3,"142,540",2,"414,511",7,"631,566",6,"467,284",7,"182,938",2,"63,520",2,"42,313",1,"2,084",2,"15,723",1,"4,418",1,"-1,018",2,"3,400",0,0,0,0,0,0,2,"13,315",0,0,0,0,1,"-1,436",0,0,0,0,0,0,0,0,1,353,0,0,0,0,0,0,6,6,"3,617",1,640,0,0
Male,Non Taxable,k. 65 - 69,"o. $87,001 to $90,000","d. $80,001 to $180,000",1,1,"88,283",1,"20,612",1,"1,766",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"14,099",1,80,1,"3,913",1,"2,200",1,942,1,"123,977",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2,956",1,50,0,0,1,"35,694",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"124,301",1,"213,488",1,"102,743",0,0,1,"21,181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1,410",0,0,0,0,0,0,0,0,0,0,0,0,1,1,"3,872",0,0,0,0
Male,Non Taxable,k. 65 - 69,"p. $90,001 to $100,000","d. $80,001 to $180,000",5,5,"468,274",5,"112,996",5,"9,365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"16,462",0,0,1,873,1,374,5,"524,068",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"2,395",4,"5,383",4,"55,794",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"3,753",2,"116,332",5,"526,528",1,"52,806",5,"141,590",1,"89,513",1,"49,807",1,"8,182",1,"51,693",0,0,1,"-20,169",1,"-20,169",0,0,0,0,0,0,2,"34,936",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,"2,553",1,428,1,105
Male,Non Taxable,k. 65 - 69,"q. $100,001 to $150,000","d. $80,001 to $180,000",22,22,"2,883,450",22,"801,711",22,"57,669",2,"3,826",0,0,0,0,0,0,3,"374,991",1,"47,428",1,"9,292",0,0,0,0,1,"2,264",2,"7,994",0,0,0,0,17,"38,081",4,176,6,"12,056",6,"5,163",22,"3,710,297",0,0,2,"15,353",0,0,0,0,0,0,2,"15,353",0,0,1,"5,747",0,0,7,"22,546",11,"4,802",16,"822,824",0,0,2,"59,996",1,"-2,198,486",5,"2,271,638",1,"1,049",0,0,0,0,0,0,6,"1,145,668",0,0,6,"2,633,082",3,"117,569",19,"3,136,180",5,"-136,011",22,"936,008",9,"246,174",7,"179,276",6,"15,545",9,"116,004",6,"37,780",3,"-102,431",9,"-64,651",0,0,0,0,2,"69,462",4,"704,914",2,"19,151",2,"3,507",2,"15,644",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,"19,624",1,647,9,"4,169"
Male,Non Taxable,k. 65 - 69,"r. $150,001 to $180,000","d. $80,001 to $180,000",13,13,"2,171,093",13,"646,615",13,"43,422",0,0,0,0,0,0,0,0,2,"170,455",1,"2,000",0,0,0,0,0,0,0,0,1,300,0,0,1,"22,886",10,"15,703",3,"1,454",3,844,3,362,13,"2,200,757",0,0,2,"7,493",3,"1,172",0,0,2,"14,915",3,"23,580",0,0,0,0,0,0,1,"1,562",8,"4,181",9,"29,664",0,0,0,0,1,"-14,090",1,"1,037",0,0,0,0,0,0,1,"14,090",1,"24,624",0,0,1,"35,482",1,241,12,"1,987,993",1,"-6,423",13,"800,878",2,"14,026",1,"2,008",0,0,2,"5,319",2,"6,699",0,0,2,"6,699",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2,288",0,0,0,0,0,0,0,0,0,0,0,0,10,9,"8,230",2,"1,748",4,"2,110"
Male,Non Taxable,k. 65 - 69,"s. $180,001 to $250,000","e. $180,000 or more",16,16,"3,499,217",16,"1,151,400",16,"69,984",1,"3,090",0,0,0,0,0,0,2,"421,112",0,0,0,0,0,0,1,"97,508",0,0,1,"11,704",0,0,0,0,10,"19,195",1,71,3,"4,994",3,"2,141",16,"3,594,411",0,0,0,0,1,144,0,0,2,193,2,337,0,0,2,"83,121",1,685,4,"7,682",9,"3,369",11,"95,194",0,0,0,0,0,0,3,"11,054",2,"1,697",0,0,0,0,0,0,1,"110,500",0,0,3,"228,375",2,"18,280",15,"2,822,231",3,"315,152",16,"1,254,512",4,"164,609",2,"6,603",1,401,4,"67,837",2,"92,069",2,"-2,301",4,"89,768",0,0,2,348,0,0,0,0,2,"8,665",2,"2,929",2,"5,736",0,0,0,0,0,0,0,0,1,"27,287",0,0,0,0,0,0,15,10,"9,094",7,"2,967",8,"5,461"
Male,Non Taxable,k. 65 - 69,"t. $250,001 to $500,000","e. $180,000 or more",7,7,"2,265,329",7,"834,227",7,"45,307",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"9,319",2,185,3,"61,049",3,"26,162",7,"2,372,249",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"4,861",2,"10,068",6,"6,990",7,"56,920",0,0,0,0,0,0,1,41,0,0,0,0,0,0,0,0,1,"34,257",0,0,2,"144,411",2,"28,172",7,"2,299,233",2,"699,101",7,"908,114",4,"106,703",4,"98,875",2,"13,364",4,"51,062",1,"7,460",3,"-64,058",4,"-56,598",0,0,0,0,1,"35,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,"2,727",0,0,3,"2,727"
Male,Non Taxable,k. 65 - 69,"u. $500,001 to $1,000,000","e. $180,000 or more",2,2,"1,422,649",2,"587,286",2,"28,453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"352,815",0,0,0,0,0,0,1,"40,896",2,"12,443",0,0,1,"11,725",1,"5,025",2,"1,425,306",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2,052",1,605,1,"2,657",0,0,0,0,0,0,1,"4,575",1,"4,130",0,0,0,0,0,0,1,"561,306",0,0,1,"2,236,899",1,"1,005",2,"426,372",2,"7,313",2,"726,456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"4,090",0,0,0,0,1,"62,400",0,0,0,0,0,0,2,2,"3,022",0,0,2,"3,022"
Male,Non Taxable,l. 70 - 74,"a. $6,000 or less","a. $18,200 or less","31,737","29,243","-34,661,105",87,"25,664",0,0,0,0,0,0,0,0,1,"2,192","1,245","11,431,304",823,"2,211,864",330,"3,450,494",8,"39,628",8,"56,488",106,"831,140","3,456","22,277,734",0,0,91,"1,468,900","11,029","19,211,862","9,028","1,920,410","23,654","33,110,134","23,677","14,212,125","30,990","54,926,269",142,"397,586",57,"155,311",167,"33,495",8,"17,094",391,"1,300,444",522,"1,903,930",271,"104,964",361,"2,169,983",418,"2,146,191","1,690","6,387,130","4,197","7,658,600","5,763","28,993,963",31,"548,242",201,"3,734,080","2,212","-27,200,232","3,772","9,770,505","1,119","2,161,374",49,"196,653",109,"6,397,925",383,"12,788,561","1,072","9,949,075",0,0,"1,712","85,725,093","2,824","153,856,021","1,412","3,917,681","1,086","1,727,279",838,"68,857","3,021","70,600,698","1,708","26,951,513","1,363","5,150,055","3,028","43,371,332","1,541","11,596,926","1,535","-16,469,128","3,087","-4,872,202",257,"623,451",142,"523,062",105,"3,445,590",286,"4,952,472","2,251","375,025,552","2,296","420,395,127","2,381","-65,811,408",0,0,0,0,0,0,15,"2,161",0,0,143,"1,741,223",17,"303,798",0,0,"13,030","12,148","13,149,239","1,034","656,822",507,"76,217"
Male,Non Taxable,l. 70 - 74,"b. $6,001 to $10,000","a. $18,200 or less","9,045","9,045","72,784,860",57,"20,406",0,0,0,0,0,0,0,0,0,0,997,"5,151,378",653,"605,845",222,"807,493",12,"15,263",7,"18,404",39,"250,361","3,595","22,605,725",0,0,87,"741,282","6,706","13,525,427","2,553","786,636","5,804","13,855,572","5,795","5,912,964","9,045","79,606,007",86,"160,095",33,"64,070",145,"25,736",8,"10,127",250,"202,029",356,"462,057",128,"43,260",181,"333,397",294,"735,332","1,481","1,245,687","2,913","1,199,706","3,855","5,185,968",20,"312,697",99,"1,442,483",501,"-1,232,914","1,997","4,317,668",775,"532,393",25,"135,169",27,"719,447",157,"2,321,362",781,"2,072,368",0,0,"1,135","8,253,819","1,474","33,740,238","1,198","2,777,137",856,"841,305",748,"65,892","1,598","22,089,575",560,"3,962,351",562,"992,900","1,589","11,706,345","1,278","6,672,145",331,"-1,244,166","1,611","5,427,979",114,"168,184",115,"217,759",30,"813,885",108,"171,480",691,"25,128,795",669,"24,803,448",727,"-1,083,401",0,0,0,0,0,0,13,"3,008",0,0,52,"553,791",6,"92,094",0,0,"6,806","6,338","6,883,016",509,"348,813",235,"18,525"
Male,Non Taxable,l. 70 - 74,"c. $10,001 to $18,200","a. $18,200 or less","26,508","26,508","386,102,327",180,"76,834",0,0,0,0,0,0,0,0,0,0,"3,630","27,802,346","2,453","3,060,802",850,"3,417,727",37,"134,487",32,"85,888",158,"1,600,471","16,367","182,211,922",0,0,340,"3,574,385","21,192","47,485,609","6,456","2,368,329","15,043","36,235,634","15,022","15,503,989","26,508","409,837,935",400,"846,816",117,"191,712",695,"119,558",11,"6,988","1,076","733,329","1,552","1,898,403",326,"65,922",664,"1,299,065",964,"2,350,692","4,888","3,358,097","9,582","3,491,402","12,771","19,409,323",59,"1,170,300",354,"5,457,765","1,188","806,745","6,270","24,266,563","2,381","2,000,835",125,"864,672",61,"1,875,468",519,"7,204,979","2,563","7,398,171",0,0,"3,683","39,417,648","4,302","99,524,432","3,929","11,610,175","2,597","2,451,565","2,316","217,517","4,961","76,919,445","1,552","9,994,130","1,666","2,884,361","4,930","36,189,390","4,225","30,960,610",754,"-3,109,047","4,992","27,851,563",417,"1,090,287",330,"673,057",225,"5,947,068",288,"541,032","2,520","91,326,133","2,453","80,303,474","2,600","5,814,491",0,0,1,"1,966",0,0,34,"7,763",0,0,199,"2,443,954",30,"590,700",0,0,"19,867","18,677","19,920,509","1,352","907,052",714,"62,096"
Male,Non Taxable,l. 70 - 74,"d. $18,201 to $25,000","b. $18,201 to $37,000","22,497","22,497","479,837,153","22,492","13,452,964",13,"1,962",0,0,0,0,0,0,0,0,"5,048","49,049,079","3,516","5,162,651","1,195","7,919,401",45,"136,385",47,"154,182",130,"1,467,559","14,909","203,505,314",0,0,653,"9,310,432","18,161","47,766,655","4,962","2,652,626","11,612","36,579,703","11,595","15,651,649","22,497","505,731,967",614,"1,282,875",151,"193,459","1,303","229,125",13,"9,763","1,548","917,739","2,363","2,632,961",243,"46,114",660,"874,621",857,"1,270,569","4,906","3,749,774","9,064","3,694,449","12,473","21,607,462",72,"1,247,701",524,"6,812,692",910,"6,016,443","5,906","41,527,822","1,988","2,132,179",182,"1,538,121",37,"1,374,499",354,"5,407,921","2,373","8,428,206",0,0,"3,314","33,622,266","3,439","87,252,217","4,027","17,189,157","2,211","2,528,192","2,001","286,091","3,916","71,542,708","1,141","7,862,860","1,264","2,386,953","3,868","30,893,351","3,453","32,865,231",481,"-2,465,687","3,941","30,399,544",403,"1,535,701",331,"1,070,794",384,"8,319,851",311,"484,267","2,753","140,359,813","2,651","118,863,998","2,817","17,039,275",0,0,64,"23,936",42,979,"1,981","547,394",3,185,189,"2,127,775",30,"557,267",0,0,"15,735","15,064","15,851,666",950,"534,605",562,"29,437"
Male,Non Taxable,l. 70 - 74,"e. $25,001 to $30,000","b. $18,201 to $37,000","11,027","11,027","301,068,074","11,024","19,081,418",21,"10,490",0,0,0,0,0,0,0,0,"3,434","46,919,422","2,602","5,097,784",785,"5,587,368",54,"241,502",42,"150,221",52,"602,250","6,772","87,717,512",0,0,765,"15,036,100","8,776","26,027,004","2,388","1,763,669","5,349","24,067,685","5,342","10,302,196","11,027","311,395,277",534,"1,091,027",130,"195,893","1,271","249,983",14,"15,135","1,290","727,751","1,989","2,279,789",137,"36,519",413,"406,691",558,"808,141","2,912","2,124,659","4,902","1,908,587","6,812","8,829,589",41,"596,251",238,"1,206,783",529,"5,856,137","2,945","28,616,004",914,"1,231,352",105,"1,046,040",17,"322,084",112,"2,360,039","1,159","5,316,253",0,0,"1,600","18,924,056","1,626","40,543,913","2,071","12,706,215","1,058","1,802,476",956,"252,981","1,944","40,952,184",551,"3,469,242",647,"1,243,832","1,910","16,522,647","1,757","20,383,085",194,"-662,982","1,954","19,720,103",204,"1,033,546",125,"475,546",64,"466,287",174,"284,698","1,520","66,369,695","1,482","49,391,774","1,556","15,074,633",0,0,121,"85,025",105,"4,461","3,919","1,009,526",4,391,91,"1,229,783",19,"257,908",0,0,"7,653","7,342","7,681,847",415,"237,284",294,"6,035"
Male,Non Taxable,l. 70 - 74,"f. $30,001 to $37,000","b. $18,201 to $37,000","4,924","4,924","161,098,769","4,923","13,580,585",43,"13,604",0,0,0,0,0,0,0,0,"1,340","24,650,390","1,130","3,257,907",299,"2,006,210",22,"208,063",22,"127,371",32,"342,635","3,324","38,269,291",0,0,"1,964","48,122,238","3,899","8,768,688",899,"668,635","2,065","8,884,663","2,057","3,805,490","4,924","167,390,963",246,"539,555",68,"93,920",564,"112,939",9,"4,672",571,"317,399",850,"1,068,485",50,"14,870",175,"153,559",190,"237,776","1,668","2,319,882","2,504","932,879","3,325","5,575,084",10,"123,875",80,"337,773",174,"2,670,241",693,"3,484,869",304,"343,017",46,"614,803",11,"244,313",47,"555,360",389,"1,696,345",0,0,531,"6,168,811",626,"13,802,086",752,"6,715,333",396,"932,516",433,"366,617",616,"14,094,136",183,"1,511,462",214,"522,534",605,"6,072,514",527,"6,351,210",89,"-363,584",619,"5,987,626",82,"308,404",48,"260,144",35,"372,393",102,"216,787",594,"36,105,254",589,"26,624,789",608,"8,889,653",0,0,"1,370","1,452,746",55,"3,474","3,881","1,299,055",6,"1,030",29,"354,143",8,"172,415",0,0,"3,125","2,963","3,301,135",215,"144,361",112,"5,964"
